# Magnetometer Calibration Data
# Generated on 2026-03-26 17:21:13
raw_x,raw_y,raw_z,calibrated_x,calibrated_y,calibrated_z
20.666668,55.850002,-34.666668,70.653287,3.245325,41.630331
20.458334,55.891670,-34.583336,39.720519,5.816509,53.249791
20.083334,55.808334,-34.916668,-19.665392,-9.576413,2.629013
20.208334,55.766670,-35.125000,-1.747213,-11.527881,-28.333249
20.208334,55.725002,-35.125000,-2.425354,-18.806524,-27.674795
20.000002,55.475002,-35.083336,-38.202125,-66.526022,-17.829099
19.766668,55.600002,-35.583336,-72.959297,-40.587038,-96.941531
19.875002,55.641670,-35.000000,-54.378159,-40.763386,-7.989495
20.250002,55.850002,-35.083336,6.067758,3.048486,-23.170426
20.208334,55.850002,-34.791668,0.388436,-2.238709,21.410729
20.208334,55.850002,-34.791668,0.388436,-2.238709,21.410729
20.208334,55.850002,-34.791668,0.388436,-2.238709,21.410729
20.208334,55.850002,-34.791668,0.388436,-2.238709,21.410729
20.125002,55.975002,-35.083336,-10.981281,22.849386,-25.438013
20.083334,55.600002,-35.250000,-23.835402,-40.700847,-45.139664
20.416668,55.933334,-34.958336,33.160701,18.342276,-4.949676
20.208334,55.766670,-35.041668,-1.552358,-12.844728,-15.568189
20.166668,55.641670,-35.125000,-10.142610,-34.041253,-26.455376
20.000002,55.683334,-34.958336,-34.519257,-32.109441,-1.973364
20.208334,55.891670,-34.875000,0.871722,6.356780,7.987216
19.958334,55.725002,-35.166668,-40.689586,-22.216793,-34.642191
20.208334,55.766670,-34.958336,-1.357503,-14.161575,-2.803129
20.166668,55.475002,-35.208336,-13.049976,-61.838251,-36.587267
19.958334,55.891670,-34.958336,-37.489942,3.604965,-5.363003
20.250002,55.891670,-35.166668,6.551044,11.643975,-36.593939
20.208334,55.766670,-34.916668,-1.260071,-14.820028,3.579693
20.208334,55.641670,-35.166668,-3.879006,-32.704690,-32.740771
20.041668,55.766670,-35.083336,-27.094226,-14.898746,-22.340725
20.000002,55.725002,-35.208336,-34.425690,-20.880198,-40.927581
20.375002,55.183334,-35.000000,14.496075,-112.689012,0.422460
20.166668,55.350002,-35.250000,-15.181760,-83.015120,-40.994204
20.333334,55.516670,-35.291668,12.877746,-50.530290,-49.621066
20.333334,55.516670,-35.291668,12.877746,-50.530290,-49.621066
20.041668,55.766670,-34.916668,-26.704507,-17.532499,3.189979
20.458334,55.891670,-34.500000,39.915383,4.499602,66.015436
20.458334,55.891670,-34.500000,39.915383,4.499602,66.015436
20.208334,56.100002,-34.666668,4.749445,39.456514,36.608011
20.208334,56.100002,-34.666668,4.749445,39.456514,36.608011
20.125002,55.766670,-34.541668,-13.105283,-22.102149,60.828485
20.375002,56.100002,-34.708336,30.096741,42.827470,30.614908
20.666668,56.141670,-34.666668,75.400150,54.194492,37.021278
20.166668,55.850002,-34.625000,-5.582881,-5.550573,46.844006
20.166668,55.850002,-34.625000,-5.582881,-5.550573,46.844006
20.208334,55.975002,-34.833336,2.325365,20.255006,13.052607
20.208334,56.016670,-34.708336,3.295793,25.558349,31.542035
20.250002,55.725002,-34.666668,5.007689,-25.371130,42.631343
19.916668,56.183338,-34.541668,-38.129822,47.291667,53.756985
20.208334,55.891670,-34.708336,1.261432,3.723087,33.517336
20.333334,55.683334,-34.875000,16.564479,-28.001406,11.571710
20.166668,55.641670,-34.875000,-9.558036,-37.991854,11.840388
19.916668,55.975002,-34.833336,-42.202471,15.508174,12.370605
19.958334,55.641670,-34.791668,-41.168945,-42.699312,24.118302
20.125002,55.891670,-34.750000,-11.558063,3.025260,26.940243
19.850000,56.058334,-34.833336,-51.024200,28.979786,10.897870
20.333334,55.683334,-35.000000,16.272192,-26.026106,-7.576173
20.166668,55.600002,-35.083336,-10.723328,-41.978289,-19.414685
20.208334,55.766670,-34.958336,-1.357503,-14.161575,-2.803129
20.041668,55.725002,-34.916668,-27.382648,-24.811142,3.848433
20.166668,55.891670,-34.916668,-5.586746,6.337124,1.506966
20.375002,55.808334,-34.750000,25.252455,-7.463303,28.841723
20.375002,55.808334,-34.750000,25.252455,-7.463303,28.841723
19.916668,55.933334,-34.791668,-42.783180,7.571078,19.411881
20.166668,55.766670,-35.083336,-8.010826,-12.864385,-22.048438
20.083334,55.683334,-34.625000,-21.017747,-36.020729,49.282900
19.958334,55.683334,-34.833336,-40.588298,-34.762883,17.077087
20.291668,55.516670,-34.625000,8.075576,-61.743355,52.403740
19.916668,55.933334,-34.916668,-43.075467,9.546378,0.263999
20.208334,55.766670,-35.125000,-1.747213,-11.527881,-28.333249
19.808334,55.933334,-35.083336,-60.004171,10.417014,-25.520021
