# Magnetometer Calibration Data
# Generated on 2026-03-25 21:04:16
raw_x,raw_y,raw_z,calibrated_x,calibrated_y,calibrated_z
-0.958333,16.466667,-0.383333,-20.679464,30.298075,5.242973
-1.175000,16.258335,-0.883333,-21.416989,29.294009,3.103333
-1.175000,16.258335,-0.883333,-21.416989,29.294009,3.103333
-1.150000,16.275002,-0.841667,-21.323613,29.373001,3.278605
-1.150000,16.275002,-0.841667,-21.323613,29.373001,3.278605
-1.066667,16.383335,-0.883333,-20.935610,29.971233,3.023374
-1.066667,16.383335,-0.883333,-20.935610,29.971233,3.023374
-0.933333,16.466667,-0.966667,-20.296194,30.435325,2.560332
-0.933333,16.466667,-0.966667,-20.296194,30.435325,2.560332
-0.666667,16.758335,-1.133333,-19.032549,32.053917,1.604185
-0.666667,16.758335,-1.133333,-19.032549,32.053917,1.604185
-0.666667,16.591667,-0.941667,-19.100578,31.087298,2.521923
-0.666667,16.591667,-0.941667,-19.100578,31.087298,2.521923
0.066667,16.883335,-0.716667,-15.878274,32.554994,3.144304
0.066667,16.883335,-0.716667,-15.878274,32.554994,3.144304
0.066667,16.966667,-1.066667,-15.727192,33.099418,1.521588
0.066667,16.966667,-1.066667,-15.727192,33.099418,1.521588
0.233333,16.983334,-1.258333,-14.876988,33.217312,0.563159
0.233333,16.983334,-1.258333,-14.876988,33.217312,0.563159
0.383333,17.066668,-1.458333,-14.107442,33.707446,-0.441786
0.383333,17.066668,-1.458333,-14.107442,33.707446,-0.441786
-0.025000,16.775002,-1.275000,-16.028119,32.102070,0.655929
-0.025000,16.775002,-1.275000,-16.028119,32.102070,0.655929
-0.025000,16.775002,-1.275000,-16.028119,32.102070,0.655929
-0.025000,16.775002,-1.275000,-16.028119,32.102070,0.655929
-0.341667,16.691668,-1.233333,-17.488689,31.670265,1.012619
-0.341667,16.691668,-1.233333,-17.488689,31.670265,1.012619
-0.316667,16.608334,-1.458333,-17.260338,31.261076,-0.009146
-0.316667,16.608334,-1.458333,-17.260338,31.261076,-0.009146
0.316667,16.883335,-1.375000,-14.429128,32.682942,0.014600
0.316667,16.883335,-1.375000,-14.429128,32.682942,0.014600
0.466667,16.650002,-1.391667,-13.705545,31.379999,-0.074692
0.466667,16.650002,-1.391667,-13.705545,31.379999,-0.074692
0.258333,16.800001,-1.475000,-14.640325,32.253817,-0.396398
0.258333,16.800001,-1.475000,-14.640325,32.253817,-0.396398
0.191667,16.775002,-1.350000,-15.000441,32.093780,0.212704
0.191667,16.775002,-1.350000,-15.000441,32.093780,0.212704
0.008333,16.816668,-1.233333,-15.899584,32.318125,0.821351
0.008333,16.816668,-1.233333,-15.899584,32.318125,0.821351
-0.150000,16.758335,-1.300000,-16.587542,32.031220,0.603034
-0.150000,16.758335,-1.300000,-16.587542,32.031220,0.603034
-0.133333,16.816668,-1.133333,-16.595000,32.311289,1.344508
-0.133333,16.816668,-1.133333,-16.595000,32.311289,1.344508
-0.025000,16.983334,-1.216667,-16.080301,33.238681,0.872940
-0.025000,16.983334,-1.216667,-16.080301,33.238681,0.872940
0.383333,17.025002,-1.275000,-14.186820,33.433230,0.407731
0.383333,17.025002,-1.275000,-14.186820,33.433230,0.407731
0.641667,17.233334,-1.375000,-12.981954,34.576529,-0.219264
0.641667,17.233334,-1.375000,-12.981954,34.576529,-0.219264
0.708333,17.425001,-1.133333,-12.810972,35.568909,0.810544
0.708333,17.425001,-1.133333,-12.810972,35.568909,0.810544
1.091667,17.608334,-1.300000,-10.999400,36.574978,-0.173284
1.091667,17.608334,-1.300000,-10.999400,36.574978,-0.173284
1.400000,17.816668,-1.350000,-9.588378,37.700187,-0.594356
1.400000,17.816668,-1.350000,-9.588378,37.700187,-0.594356
1.625000,18.025002,-1.275000,-8.616905,38.805461,-0.404661
1.625000,18.025002,-1.275000,-8.616905,38.805461,-0.404661
2.191667,18.358334,-1.216667,-6.086847,40.563606,-0.478713
2.191667,18.358334,-1.216667,-6.086847,40.563606,-0.478713
2.466667,18.400002,-1.150000,-4.862101,40.744295,-0.310125
